id;code_interne;description_originale;lien_href;description_h2;ean;brand_score;desc_score;date_recherche
391;27481;Déboucheur canalisation Ecodoo 1L;https://www.etiketbio.eu/entretien-canalisations/13269-ecodoo-deboucheur-canalisations-1l-3380380073472.html;Déboucheur canalisations Ecodoo 1L;3380380073472;;739;46246,65376
1275;28470;Muesli croustillant framboise chocolat Favrichon 500g;https://www.etiketbio.eu/granola-crunchy-krounchy/20156-favrichon-muesli-croustillant-framboise-et-chocolat-500g-3111900350557.html;Muesli framboise chocolat bio 500g Favrichon;3111900350557;;687;46247,43472
1284;28471;Muesli superfruits Favrichon 500g;https://www.etiketbio.eu/muesli-aux-fruits/6592-favrichon-muesli-superfruits-500g-3111900350618.html;Muesli superfruits bio 500g Favrichon;3111900350618;;754;46247,43551
783;28572;Croustilles au chèvre Bonneterre 100g;https://www.etiketbio.eu/biscuits-aperitif/8672-bonneterre-croustilles-au-chevre-100g-3396411222801.html;Croustilles au chevre 100g;3396411222801;;660;46247,3687
1188;28903;Purée pomme banane Danival 4x100g;https://www.etiketbio.eu/purees-de-fruits/9318-danival-puree-pomme-banane-4x100g-3431590013595.html;Puree pomme banane 4x100g;3431590013595;;690;46247,41892
1231;28905;Purée pomme framboise Danival 4x100g;https://www.etiketbio.eu/purees-de-fruits/9320-danival-puree-pomme-framboise-4x100g-3431590013625.html;Puree pomme framboise 4x100g;3431590013625;;700;46247,42491
1220;28908;Purée pomme mangue Danival 4x100g;https://www.etiketbio.eu/purees-de-fruits/9323-danival-puree-pomme-mangue-4x100g-3431590013663.html;Purée pomme mangue bio Danival 4x100g;3431590013663;;786;46247,42441
1319;29332;Muesli croustillant chocolat châtaigne Favrichon 375g;https://www.etiketbio.eu/granola-crunchy-krounchy/6600-favrichon-muesli-croustillant-chocolat-et-chataigne-375g-3111900350694.html;Muesli chocolat châtaigne bio 375g Favrichon;3111900350694;;687;46247,43887
1929;29489;Chili con carne Prosain 360g;https://www.etiketbio.eu/plats-prepares/7718-prosain-chili-con-carne-360g-3335880003214.html;Chili con carne 360g;3335880003214;;667;46247,5189
1928;29491;Risotto aux cèpes Prosain 365g;https://www.etiketbio.eu/plats-prepares/7725-prosain-risotto-aux-cepes-365g-3335880004112.html;Risotto aux cepes 365g;3335880004112;;677;46247,5187
1947;29492;Cocotte à l'Indienne Prosain 360g;https://www.etiketbio.eu/plats-prepares/7726-prosain-cocotte-a-lindienne-360g-3335880004129.html;Cocotte a l'indienne 360g;3335880004129;;686;46247,52109
2171;29493;Sarrasin aux légumes Prosain 350g;https://www.etiketbio.eu/plats-prepares/7727-prosain-sarrasin-aux-legumes-350g-3335880004136.html;Sarrasin aux legumes 350g;3335880004136;;690;46247,52691
95;29510;Double concentré tomates Priméal 200g;https://www.etiketbio.eu/sauce-tomate-nature/12384-primeal-double-concentre-de-tomates-200g-3380380073083.html;Double concentré tomate Priméal 200g;3380380073083;;789;46246,54458
74;29518;Spirales Demi-complètes Bio Priméal 500G;https://www.etiketbio.eu/pate-demi-complete/8266-primeal-spirales-1-2-completes-100-france-500g-3380390184403.html;Spirales demi-complètes bio 500g Priméal France;3380390184403;;788;46246,54157
1708;30164;Smoothie mangue coco Vitamont 25cl;https://www.etiketbio.eu/jus-de-fruits/14883-vitamont-smoothie-mangue-coco-25cl-3289196400246.html;Smoothie mangue coco 25cl;3289196400246;;678;46247,49853
1283;33647;Muesli croustillant pomme cannelle Favrichon 500g;https://www.etiketbio.eu/granola-crunchy-krounchy/6584-favrichon-muesli-croustillant-pomme-cannelle-500g-3111900350311.html;Muesli pomme cannelle bio 500g  Favrichon;3111900350311;;674;46247,43531
1281;33653;Muesli croustillant cranberry, myrtille et framboise Favrichon 450g;https://www.etiketbio.eu/granola-crunchy-krounchy/12198-favrichon-muesli-croustillant-cranb-myrt-fram-450g-3111900350755.html;Muesli Croustillant Cranberry, myrtille & framboise 450g;3111900350755;;668;46247,43512
122;34087;Boulgour ortie fenouil Priméal 300g;https://www.etiketbio.eu/melanges-prparations/22777-primeal-boulgour-ortie-et-fenouil-300g-3380380086335.html;Boulgour ortie et fenouil 300g;3380380086335;;665;46246,55037
111;34898;Velouté de Légumes Verts Priméal 33cl;https://www.etiketbio.eu/soupes-bio-pretes-a-deguster/16064-primeal-veloute-legumes-verts-33cl-3380380077760.html;Velouté légumes verts Priméal 33cl;3380380077760;;798;46246,54666
1090;35079;Ail et fines herbes Cook 10g;https://www.etiketbio.eu/melanges-epices-bio/8965-cook-melange-ail-et-fines-herbes-10g-3417960031994.html;Ail et fines herbes bio Cook 10g;3417960031994;;800;46247,40759
2343;36948;Thon listao Naturel Phare d'Eckmühl 112g;https://www.etiketbio.eu/thon-bio-en-conserves/12222-phare-deckmuhl-thon-listao-naturel-112g-cc-3263670451016.html;Thon listao naturel Phare d’Eckmühl;3263670451016;;776;46247,55736
2319;36951;Anchois à l'huile d'olive Phare d'Eckmühl 115g;https://www.etiketbio.eu/anchois/28815-anchois-entiers-a-l-huile-d-olive-115g-3263670591019.html;Anchois entiers à l'huile d'olive bio 115g – Phare d’Eckmühl;3263670591019;;683;46247,55595
2129;37158;Pois chiches Prosain 345g;https://www.etiketbio.eu/pois-chiches-bio-en-conserve/7744-prosain-pois-chiches-345g-3335880004655.html;Pois chiches bio Prosain 345g;3335880004655;;741;46247,52512
621;37459;Thé vert sencha Aromandise 85g;https://www.etiketbio.eu/the-vert-nature-bio/29777-the-vert-bio-sencha-85g-3560467100011.html;Thé vert Sencha bio 85g Aromandise;3560467100011;;781;46247,3481
144;38224;Riz long rouge complet incollable Priméal 500g;https://www.etiketbio.eu/riz-long/12062-primeal-riz-long-rouge-incollable-500g-3380380080289.html;Riz long rouge incollable bio Priméal 500g;3380380080289;;779;46246,55153
401;39240;Liquide vaisselle citron vert vinaigre Ecodoo 500ml;https://www.etiketbio.eu/liquide-vaisselle/12835-ecodoo-liquide-vaisselle-degraissant-citron-vert-500ml-3380380083181.html;Liquide vaisselle citron vert 500ml Ecodoo;3380380083181;;774;46246,65464
998;39824;Gaufrettes citron Bisson 190g;https://www.etiketbio.eu/biscuit-aux-fruits/12739-bisson-gaufrettes-citron-190g-3380380079115.html;Gaufrettes citron bio Bisson 190g;3380380079115;;748;46247,39347
1084;40303;Curry Madras Fort Cook 35g;https://www.etiketbio.eu/melanges-epices-bio/16356-cook-curry-madras-fort-35g-3417960037934.html;Curry Madras fort bio Cook 35g;3417960037934;;774;46247,40688
1085;40304;Mélange Thaï Cook 35g;https://www.etiketbio.eu/melanges-epices-bio/16357-cook-melange-thai-35g-3417960037941.html;Mélange thaï bio Cook 35g;3417960037941;;730;46247,40698
1086;40305;Mélange Cajun Cook 35g;https://www.etiketbio.eu/melanges-epices-bio/16358-cook-melange-cajun-35g-3417960037958.html;Mélange cajun bio Cook 35g;3417960037958;;733;46247,40707
1089;40310;Coriandre feuilles Cook 15g;https://www.etiketbio.eu/herbes-aromates-bio/17600-cook-coriandre-feuille-15g-3417960038122.html;Coriandre feuilles bio Cook 15g;3417960038122;;745;46247,40749
575;60096;Ratatouille Luce 375g;https://www.etiketbio.eu/ratatouille-bio-en-bocal/29423-ratatouille-luce-375gr-3329489900579.html;Ratatouille bio 375g Luce;3329489900579;;685;46247,33063
1861;60302;Nectar de pêche du Roussillon Vitamont 75cl;https://www.etiketbio.eu/jus-de-fruits/14468-vitamont-nectar-de-peche-du-roussillon-75cl-3289196500649.html;Nectar de peche du roussillon 75cl;3289196500649;;757;46247,5089
767;61061;Chocolat noir Togo  Bonneterre 80g;https://www.etiketbio.eu/chocolat-noir-bio/14980-tablette-chocolat-noir-togo-85-80g-3396411233692.html;Chocolat noir Togo 85% Bonneterre;3396411233692;;763;46247,36618
804;61887;Tartinade Betterave & Raifort Bonneterre 135g;https://www.etiketbio.eu/produit-vegetal-a-tartiner/14989-bonneterre-tartinade-legumes-betterave-raifort-135g-3396411234620.html;Tartinade legumes betterave raifort 135g;3396411234620;;675;46247,37233
511;66984;Thé Vert BIO Sencha N°9 Chine Destination 80g;https://www.etiketbio.eu/the-vert-nature-bio/24421-destination-the-vert-sencha-chine-bio-equitable-80gr-3700110050571.html;Thé vert Sencha Chine Destination 80g;3700110050571;;685;46247,3262
2179;73842;Confiture extra de fraise Prosain 730g;https://www.etiketbio.eu/confiture-de-fruits-rouges/23365-prosain-confiture-extra-de-fraises-730g-3335880000572.html;Confiture extra de fraises bio Prosain 730g;3335880000572;;670;46247,52791
1904;74825;Smoothie framboise litchi Vitamont 25cl;https://www.etiketbio.eu/jus-de-fruits/14888-vitamont-smoothie-framboise-litchi-25cl-3289196470133.html;Smoothie Framboise Litchi Bio 25cl – Vitamont;3289196470133;;793;46247,50993
1752;75181;Mojito sans alcool Vitamont 75cl;https://www.etiketbio.eu/jus-de-fruits/17662-vitamont-mojito-sans-alcool-75cl-3289196500762.html;Mojito sans alcool 75cl;3289196500762;;669;46247,50191
1002;77147;Tartelettes chocolat noisettes Bisson 150g;https://www.etiketbio.eu/biscuits-au-chocolat/15192-bisson-tartelettes-chocolat-noisettes-150g-3380380087448.html;Tartelettes chocolat noisettes 150g;3380380087448;;727;46247,39514
21;78303;Quinoa Blanc origine France Priméal 400g;https://www.etiketbio.eu/quinoa-bio/19286-primeal-quinoa-blanc-france-400g-3380380079634.html;Quinoa blanc France Priméal 400g;3380380079634;;741;46246,53797
1673;78433;Pur jus de cranberry Vitamont 50cl;https://www.etiketbio.eu/jus-de-cranberry-bio/7329-vitamont-pur-jus-de-cranberry-50cl-3289196800022.html;Pur jus cranberry bio Vitamont 50cl;3289196800022;;749;46247,49789
1674;78434;Pur jus de myrtille sauvage Vitamont 50cl;https://www.etiketbio.eu/jus-de-fruits/7328-vitamont-pur-jus-de-myrtille-sauvage-50cl-3289196800015.html;Pur jus de myrtille sauvage 50cl;3289196800015;;751;46247,49809
917;78853;Huile de coco vierge Bio Planète 950ml;https://www.etiketbio.eu/huile-de-coco/16312-bioplanete-huile-de-coco-950ml-4260355584235.html;Huile de Coco Vierge Bio 950ml – Bioplanète;4260355584235;;651;46247,38975
399;79576;Savon noir en spray Ecodoo 750ml;https://www.etiketbio.eu/savon-noir/19213-ecodoo-savon-noir-en-spray-750ml-3380380089015.html;Savon noir en spray 750ml;3380380089015;;731;46246,65438
1310;80549;Muesli croustillant nature Favrichon 1kg;https://www.etiketbio.eu/muesli-nature/19511-muesli-croustillant-intensement-nature-1kg-3111900410008.html;Muesli croustillant nature bio 1kg Favrichon;3111900410008;;794;46247,43767
626;83426;Spaghettis de konjac & riz Aromandise 150g;https://www.etiketbio.eu/specialites/30656-spaghettis-de-konjac-et-riz-150g-3560464010054.html;Spaghettis de Konjac bio 150g - Aromandise;3560464010054;;750;46247,34927
102;85124;Sauce tomate provençale Priméal 510g;https://www.etiketbio.eu/sauce-tomate-preparee/19634-primeal-sauce-tomate-provencale-510g-3380380090004.html;Sauce provençale bio Priméal 510g;3380380090004;;672;46246,54575
636;88760;Boisson amande grillée Bonneterre 1L;https://www.etiketbio.eu/boisson-a-l-amande-bio/22090-bonneterre-boisson-amande-grillee-1l-3396411240904.html;Boisson amande grillée 1L bio – Bonneterre;3396411240904;;789;46247,35279
160;89397;Velouté butternut patates douces Priméal 1l;https://www.etiketbio.eu/soupes-bio-pretes-a-deguster/23659-primeal-veloute-butternut-et-patate-douce-1l-3380380090103.html;Velouté butternut patate douce Priméal 1L;3380380090103;;651;46246,55281
510;92121;Saucisse Toulouse Lentilles Luce 840g;https://www.etiketbio.eu/plats-prepares/22765-luce-saucisse-de-toulouse-lentilles-840g-3329489904027.html;Saucisse de toulouse lentilles 840g;3329489904027;;711;46247,32611
1087;92878;Épices du pêcheur Cook 30g;https://www.etiketbio.eu/melanges-epices-bio/23761-cook-epices-du-pecheur-30g-3417960041696.html;Épices du pêcheur bio Cook 30g;3417960041696;;774;46247,4072
107;94175;Taboulé au chanvre Priméal 300G;https://www.etiketbio.eu/melanges-prparations/20024-primeal-taboule-au-chanvre-300g-3380380092213.html;Taboule au chanvre 300g;3380380092213;;681;46246,54646
1517;96502;Graines à germer fenugrec Germline 150g;https://www.etiketbio.eu/graines-a-germer/23337-germline-fenugrec-a-germer-150gr-3465511152155.html;Fenugrec à germer bio Germline 150g;3465511152155;;698;46247,46103
559;99880;Sirop d'agave Destination 500ml;https://www.etiketbio.eu/sirop-d-agave/24399-destination-sirop-dagave-equitable-500gr-3700110053312.html;Sirop d’agave bio Destination 500ml;3700110053312;;750;46247,32916
53;101840;Lentilles beluga Priméal 500g;https://www.etiketbio.eu/lentilles-bio/24686-primeal-lentilles-beluga-500g-3380390000390.html;Lentilles beluga bio Priméal 500g;3380390000390;;748;46246,54015
1352;102488;Liquide vaisselle framboise Etamine Du Lys;https://www.etiketbio.eu/liquide-vaisselle/23967-etamine-du-lys-liquide-vaisselle-framboise-basilic-500ml-3538395214100.html;Liquide vaisselle framboise basilic Etamine du Lys;3538395214100;;783;46247,44551
1308;102759;Céréales Bombs miel Favrichon 300g;https://www.etiketbio.eu/cereale-soufflee/23979-favrichon-crosti-bombs-miel-300gr-3111900330085.html;Crosti Bombs Miel Favrichon 300g;3111900330085;;703;46247,43709
1199;103597;Purée pomme poire Danival 4x100g;https://www.etiketbio.eu/purees-de-fruits/12448-danival-dessert-de-fruits-pomme-poire-100-4x100-3431590013632.html;Purée pomme poire bio Danival 4x100g;3431590013632;;784;46247,4198
1033;104945;Biscuits petit beurre sans gluten Céliane 130g;https://www.etiketbio.eu/biscuits-secs/29641-biscuits-petit-beurre-130g-celiane-3700566453506.html;Petit Beurre Céliane sans gluten 130g;3700566453506;;764;46247,40186
743;108580;Thé vert Gunpowder Elibio 200g;https://www.etiketbio.eu/the-vert-nature-bio/25937-elibio-the-vert-gunpowder-200g-3760294960387.html;The vert gunpowder 200g;3760294960387;;694;46247,361
82;109459;Coquillettes demi complètes Italie Priméal 1kg;https://www.etiketbio.eu/pate-demi-complete/22736-primeal-coquillettes-demi-completes-1kg-cc-3380380094880.html;Coquillettes demi-complètes bio 1kg Priméal;3380380094880;;730;46246,54293
795;109668;Huile de colza vierge Elibio 1l;https://www.etiketbio.eu/huile-de-colza/24278-elibio-huile-colza-vierge-france-1l-3760294960585.html;Huile de colza vierge 1L France Elibio;3760294960585;;770;46247,37056
1320;111853;Muesli croustillant nature Favrichon 1kg;https://www.etiketbio.eu/muesli-nature/19511-muesli-croustillant-intensement-nature-1kg-3111900410008.html;Muesli croustillant nature bio 1kg Favrichon;3111900410008;;794;46247,43895
2;113057;Lait de coco Priméal 400ml;https://www.etiketbio.eu/lait-de-coco-bio/15184-primeal-lait-de-coco-400ml-3380380083631.html;Lait de Coco Bio 400ml – Priméal;3380380083631;;774;46246,53671
1913;113419;Sauce tomate à l'ail rôti Prosain 360g;https://www.etiketbio.eu/sauce-tomate-preparee/25223-prosain-sauce-tomate-a-lail-roti-360gr-3335880007267.html;Sauce tomate ail rôti Prosain 360g;3335880007267;;684;46247,51537
744;115894;Thé noir Breakfast Elibio 200g;https://www.etiketbio.eu/the-noir-bio/25938-elibio-the-noir-beakfast-200g-3760294960394.html;The noir beakfast 200g Elibio;3760294960394;;786;46247,36119
1081;116349;Feuilles de thym Cook 60g;https://www.etiketbio.eu/herbes-aromates-bio/25899-cook-thym-feuilles-60gr-3417960045083.html;Thym feuilles bio Cook 60g;3417960045083;;690;46247,40647
780;117510;Muesli croquant chocolat noir Elibio 500g;https://www.etiketbio.eu/muesli-au-chocolat-bio/29959-muesli-croquant-chocolat-500g-3760294961346.html;Muesli croquant chocolat Elibio 500g;3760294961346;;779;46247,3684
752;119068;Miel de fleurs sauvages Elibio 500g;https://www.etiketbio.eu/miels-pollen/30911-miel-de-fleurs-sauvages-france-500g-3760294961520.html;Miel de fleurs sauvages France Elibio 500g;3760294961520;;779;46247,36372
3;119597;Lait de coco Priméal 225ml;https://www.etiketbio.eu/lait-de-coco-bio/15185-primeal-lait-de-coco-225ml-3380380083648.html;Lait de coco 225ml;3380380083648;;655;46246,53676
508;120582;Concentré de tomate 22% Luce 100g;https://www.etiketbio.eu/sauce-tomate-nature/22630-luce-concentre-de-tomate-22-100g-3329489901705.html;Concentré de tomate bio Luce 100g;3329489901705;;769;46247,32497
1330;120743;Muesli croustillant protéiné chocolat Favrichon 450g;https://www.etiketbio.eu/muesli-au-chocolat-bio/29050-muesli-croustillant-proteine-chocolat-450g-3111900350977.html;Muesli protéiné chocolat 450g - Favrichon;3111900350977;;714;46247,44064
59;121183;Lentilles corail Priméal 1kg;https://www.etiketbio.eu/lentilles-bio/12073-primeal-lentilles-corail-1kg-3380390202305.html;Lentilles corail bio Priméal 1kg;3380390202305;;747;46246,54047
46;121205;Couscous de sarrasin Priméal 400g;https://www.etiketbio.eu/semoule-couscous-sans-gluten/27514-couscous-de-sarrasin-400g-3380380103698.html;Couscous de sarrasin 400g;3380380103698;;690;46246,53932
2409;121228;Lentilles vertes cuisson rapide Markal 400g;https://www.etiketbio.eu/lentilles-bio/28823-lentilles-vertes-cuissons-rapide-400g-3329480002548.html;Lentilles vertes cuisson rapide 400g;3329480002548;;759;46247,56323
2413;121230;Pois cassés cuisson rapide Markal 400g;https://www.etiketbio.eu/pois-casses-bio-/28825-pois-casses-cuisson-rapide-400g-3329480002562.html;Pois cassés cuisson rapide 400g;3329480002562;;749;46247,56362
1;121231;Psyllium blond Priméal 150g;https://www.etiketbio.eu/psyllium/8069-primeal-psyllium-blond-teguments-150g-3380380070495.html;Psyllium Blond Téguments 150g Priméal;3380380070495;;675;46246,53667
615;121372;Krounchy chocolat cacao Grillon d'Or 500g;https://www.etiketbio.eu/granola-crunchy-krounchy/9028-grillon-dor-krounchy-too-chocolat-500g-3421557110214.html;Krounchy duo chocolat Grillon d’Or 500g;3421557110214;;726;46247,34234
757;121518;Farine de blé T65 Elibio 1kg;https://www.etiketbio.eu/farines-de-ble/24211-elibio-farine-de-ble-t65-3760294960981.html;Farine de blé T65 Elibio;3760294960981;;769;46247,36468
1476;121700;Huile d'olive vierge extra Grèce Emile Noël 50cl;https://www.etiketbio.eu/huile-d-olive/29180-huile-olive-vierge-extra-grece-50cl-3291960018694.html;Huile olive vierge extra Grèce 50cl - EMILE NOEL;3291960018694;;753;46247,4538
2363;121821;Moules à l'escabèche Phare d'Eckmühl 111g;https://www.etiketbio.eu/saumon-et-poissons/29905-moules-a-l-escabeche-111g-phare-d-eckmuhl-3263670651010.html;Moules à l’escabèche bio – Phare d’Eckmühl;3263670651010;;736;46247,55897
1183;121926;Masque cheveux bouclés Dermaclay 250ml;https://www.etiketbio.eu/masques-cheveux-bio/29809-masque-boucles-250ml-3567730332049.html;Masque Boucles 250ml Dermaclay;3567730332049;;706;46247,41766
498;122467;Thé vert earl grey Destination 80g;https://www.etiketbio.eu/the-vert-parfume/21859-destination-the-vert-earl-grey-80g-3700110044389.html;The vert earl grey 80g;3700110044389;;655;46247,3237
2453;122905;Petits flocons d'avoine Markal 1kg;https://www.etiketbio.eu/flocons-d-avoine-bio/30900-petits-flocons-d-avoine-format-familial-markal-1kg-3329480004122.html;Petits flocons d’avoine bio Markal 1kg;3329480004122;;786;46247,5666
430;122918;Jus de citron Luce 50cl;https://www.etiketbio.eu/jus-de-citron-bio/23950-luce-pur-jus-de-citron-50cl-3329489900081.html;Jus citron bio Luce 50cl;3329489900081;;681;46247,32176
1506;122952;Cacahuètes torréfiées Go Nuts 125g;https://www.etiketbio.eu/fruits-seches-deshydrates-bio/30645-cacahuetes-torrefiees-125g-3770008500792.html;Cacahuètes torréfiées 125g bio – Go Nuts;3770008500792;;787;46247,45731
499;122954;Fettuccine blanches Luce 500g;https://www.etiketbio.eu/pate-blanche/31065-fettuccine-blanches-500g-3329480003736.html;Fettuccine blanches bio Luce 500g;3329480003736;;748;46247,32399
1838;122964;Kivi cerise hibiscus Vitamont 75cl;https://www.etiketbio.eu/kombucha/30829-kivi-cerise-hibiscus-75cl-vitamont-3289196810298.html;Kivi cerise hibiscus bio 75cl – Vitamont;3289196810298;;787;46247,5077
402;123017;Produit vaisselle en poudre Ecodoo 200g;https://www.etiketbio.eu/poudre-gel-lave-vaisselle/30762-ecd-vaisselle-main-poudre-200g-3380380114564.html;Produit vaisselle poudre Ecodoo 200g;3380380114564;;800;46246,65472
747;123033;Boisson végétale amande intense Elibio;https://www.etiketbio.eu/boisson-a-l-amande-bio/24205-elibio-boisson-amande-intense-avec-sucre-de-canne-1l-cc-3760294960882.html;Boisson amande intense 1L Elibio;3760294960882;;663;46247,36177
756;123065;Farine de blé T80 Elibio 1kg;https://www.etiketbio.eu/farines-de-ble/24210-elibio-farine-de-ble-t80-3760294960974.html;Farine de blé T80 Elibio;3760294960974;;769;46247,36448
2047;123105;Mezze poivrons et noix Prosain 220g;https://www.etiketbio.eu/conserves-de-legumes/29973-mezze-poivrons-et-noix-220g-prosa-3335880007366.html;Mezzé poivrons & noix Prosain 220g;3335880007366;;796;46247,52266
1326;123113;Epeautre complet soufflé Favrichon 150g;https://www.etiketbio.eu/cereale-soufflee/30649-epeautre-complet-souffle-150g-3111900351035.html;Épeautre soufflé bio Favrichon 150g;3111900351035;;714;46247,43968
