id;code_interne;description_originale;lien_href;description_h2;ean;brand_score;desc_score;date_recherche
22;94176;Taboulé oriental Priméal 300g;https://www.etiketbio.eu/couscous-bio/20681-primeal-taboule-oriental-300g-3380380092664.html;Taboule oriental 300g;3380380092664;;630;46246,53804
106;94191;Flageolets cuisinés Priméal 680g;https://www.etiketbio.eu/plats-prepares/13382-primeal-flageolets-cuisines-680g-3700477609122.html;Flageolets cuisines 680g;3700477609122;;643;46246,5464
378;94721;Lessive lavandin Ecodoo 2L;https://www.etiketbio.eu/lessive-liquide/22962-ecodoo-lessive-lavandin-2l-3380380099908.html;Lessive lavandin 2l;3380380099908;;633;46246,65188
379;94722;Lessive sensitive Ecodoo 2L;https://www.etiketbio.eu/lessive-peaux-sensibles/22963-ecodoo-lessive-sensitive-0-2l-3380380099922.html;Lessive sensitive 0% 2l;3380380099922;;612;46246,65228
375;94723;Assouplissant pêche Ecodoo 1L;https://www.etiketbio.eu/assouplissant/22966-ecodoo-assouplissant-peche-1l-3380380099960.html;Assouplissant peche 1l;3380380099960;;647;46246,65168
641;96099;Boisson bio coco intense Bonneterre 1L;https://www.etiketbio.eu/boisson-a-la-coco-bio/23822-bonneterre-boisson-coco-intense-1l-3396411244681.html;Boisson coco intense 1l;3396411244681;;503;46247,35414
482;98069;Café moulu pur arabica Mexique Destination 250g;https://www.etiketbio.eu/cafe-moulu/23871-destination-mexique-equitable-pur-arabica-moulu-250g-3700110049711.html;Mexique equitable pur arabica moulu 250g;3700110049711;;558;46247,3202
1824;98821;Pur jus de pamplemousse blanc Vitamont 1l;https://www.etiketbio.eu/jus-d-orange-et-agrumes/7315-vitamont-pur-jus-de-pamplemousse-blanc-1l-3289196500526.html;Pur jus pamplemousse bio Vitamont 1L;3289196500526;;631;46247,50556
483;99907;Café en grains pur arabica Mexique Destination 1kg;https://www.etiketbio.eu/cafe-en-grains/24428-destination-cafe-mexique-grains-pur-arabica-1kg-3700110052070.html;Cafe mexique grains pur arabica 1kg;3700110052070;;618;46247,32039
1314;102490;Muesli au caramel 450G Favrichon;https://www.etiketbio.eu/granola-crunchy-krounchy/23982-favrichon-muesli-crousti-caramel-choco-amande-450gr-3111900350861.html;Muesli caramel chocolat bio 450g Favrichon;3111900350861;;541;46247,43807
1919;102561;Trio de poivrons au piment d'Espelette Prosain 650g;https://www.etiketbio.eu/conserves-de-legumes/25218-prosain-trio-de-poivrons-piment-despelette-650gr-3335880005157.html;Trio de poivrons piment d'espelette 650gr;3335880005157;;542;46247,51672
1115;104603;Herbes de Provence écorecharge Cook 20g;https://www.etiketbio.eu/herbes-aromates-bio/30768-eco-recharge-herbes-de-provence-20g-cook-arcadie-3417960042051.html;Herbes de Provence bio Cook 20g;3417960042051;;643;46247,41075
749;108584;Café Arabica moulu Elibio 250g;https://www.etiketbio.eu/cafe-moulu/24274-elibio-cafe-arabica-moulu-250gr-3760294960356.html;Cafe arabica moulu 250gr;3760294960356;;511;46247,36215
796;109128;Boisson végétale soja Elibio 1l;https://www.etiketbio.eu/boisson-au-soja/24207-elibio-boisson-soja-france-1l-3760294960912.html;Boisson soja France 1L Elibio;3760294960912;;587;46247,37095
2178;109220;Sauce tomate basilic Prosain 610g;https://www.etiketbio.eu/sauce-tomate-preparee/25219-prosain-sauce-tomate-basilic-610gr-3335880005171.html;Sauce tomate basilic 610gr;3335880005171;;508;46247,5277
81;109460;Fusilli demi complet Italie Priméal 1kg;https://www.etiketbio.eu/pate-demi-complete/22737-primeal-fusilli-demi-complet-1kg-cc-3380380094897.html;Fusilli demi-complets bio 1kg Priméal;3380380094897;;561;46246,54247
1239;110338;Miso riz Danival 390g;https://www.etiketbio.eu/miso-bio/9200-danival-miso-riz-390g-3431590000434.html;Miso riz 390g;3431590000434;;574;46247,42689
1329;111224;Muesli croustillant amande et vanille Favrichon 450g;https://www.etiketbio.eu/muesli-nature/25038-favrichon-muesli-croustillant-amande-vanille-450gr-3111900350915.html;Muesli amande vanille bio 450g Favrichon;3111900350915;;590;46247,44044
1034;113002;Crème lavante dermatologique surgras Coslys 1l;https://www.etiketbio.eu/gels-douche/24777-coslys-creme-lavante-dermatologique-85ml-3538396601305.html;Crème lavante dermatologique Coslys 85 ml;3538396601305;;567;46247,40197
1538;117258;Gel douche plaisir de miel Douce Nature 500ml;https://www.etiketbio.eu/gels-douche/28983-gel-douche-plaisir-de-miel-500ml-3517360027273.html;Gel Douche Plaisir de Miel 500ml;3517360027273;;623;46247,49197
1391;118933;Activateur biologique fosse septique Etamine du Lys 450g;https://www.etiketbio.eu/entretien-wc/27540-activateur-biologique-fosse-septique-450g-3538395113403.html;Activateur biologique fosse septique 450g;3538395113403;;528;46247,44872
47;121176;Couscous blanc Priméal 1kg;https://www.etiketbio.eu/couscous-bio/8226-primeal-couscous-blanc-1kg-3380390100502.html;Couscous blanc 1kg;3380390100502;;614;46246,53939
2356;121818;Rillettes de thon blanc Phare d'Eckmühl 90g;https://www.etiketbio.eu/poissons/28816-rillettes-de-thon-blanc-peche-responsable-90g-3263670801200.html;"Rillettes de thon blanc ""pêche responsable"" 90g";3263670801200;;575;46247,55837
1351;122747;Lessive main hypoallergénique abricot Etamine du Lys 250ml;https://www.etiketbio.eu/lessive-liquide/19906-etamine-du-lys-lessive-main-abricot-250ml-3538395313100.html;Lessive main abricot Etamine du Lys;3538395313100;;565;46247,44531
2387;122913;Semoule blanche de blé dur grosse Markal 500g;https://www.etiketbio.eu/semoule-de-ble-dur-bio/15473-markal-semoule-blanche-de-ble-dur-grosse-500g-3329486321209.html;Semoule blanche grosse 500g - Markal;3329486321209;;538;46247,56066
2391;122915;Semoule complète de blé dur fine Markal 500g;https://www.etiketbio.eu/semoule-de-ble-dur-bio/15474-markal-semoule-complete-de-ble-dur-fine-500g-3329486331208.html;Semoule complète fine 500g - Markal;3329486331208;;536;46247,56095
2422;122923;Graines de lin doré Markal 250g;https://www.etiketbio.eu/graines-de-lin-bio/13334-markal-graines-de-lin-doree-250g-3329488311253.html;Graines de lin doree 250g;3329488311253;;571;46247,56442
1796;122965;Kombucha antioxydant clémentine citron Vitamont 75cl;https://www.etiketbio.eu/kombucha/30373-kombucha-antioxydant-clementine-citron-75cl-3289196810274.html;Kombucha antioxydant 75cl bio – Vitamont;3289196810274;;548;46247,50403
754;123072;Sucre de canne en morceaux roux Elibio 500g;https://www.etiketbio.eu/sucre-de-canne-bio/30356-sucre-roux-morceaux-500g-3760294961827.html;Sucre roux morceaux bio 500g – Elibio;3760294961827;;513;46247,3641
755;123074;Sucre de canne blond Elibio 1kg;https://www.etiketbio.eu/sucre-de-canne-bio/30718-sucre-de-canne-blond-en-poudre-sachet-de-1kg-3760294961858.html;Sucre de canne blond en poudre Elibio 1kg;3760294961858;;646;46247,36429
